pdf_id,g3-flash-preview think__id,g3-flash-preview think__name_en,g3-flash-preview think__name_ml,g3-flash-preview think__cost,g3-flash-preview think__n_raw,g3-flash-preview think__has_json,g3-flash-preview think__usd,g3-flash-preview think__out_tok,g3-flash-preview nothink__id,g3-flash-preview nothink__name_en,g3-flash-preview nothink__name_ml,g3-flash-preview nothink__cost,g3-flash-preview nothink__n_raw,g3-flash-preview nothink__has_json,g3-flash-preview nothink__usd,g3-flash-preview nothink__out_tok,g2.5-flash v2__id,g2.5-flash v2__name_en,g2.5-flash v2__name_ml,g2.5-flash v2__cost,g2.5-flash v2__n_raw,g2.5-flash v2__has_json,g2.5-flash v2__usd,g2.5-flash v2__out_tok,g3.1-flash-lite v2__id,g3.1-flash-lite v2__name_en,g3.1-flash-lite v2__name_ml,g3.1-flash-lite v2__cost,g3.1-flash-lite v2__n_raw,g3.1-flash-lite v2__has_json,g3.1-flash-lite v2__usd,g3.1-flash-lite v2__out_tok
dfc50ad1-cec3-4177-9998-f4cf0249e509,,,,,7,False,0.07193,20710,,Financial Assistance for Construction of Boundary wall and Installation of Highmast light in Gov LPS Nellikkala -Share to GPS,,200000.0,12,True,0.021523,3908,,,നെല്ലിക്കാല ഗവ എൽപി എസിൽ ചുറ്റുമതിൽ നിർമ്മാണവും ഹൈമാസ്റ്റ് ലൈറ്റ് സ്ഥാപിക്കലും ഗ്രാമപഞ്ചായത്തിന് വിഹിതം നൽകൽ,,1,True,0.019852,3343,S0717/23,Financial Assistance for Construction of Boundary wall and Installation of Highmast light in Gov LPS Nellikkala -Share to GPS,നെല്ലിക്കാല ഗവ എൽ പി എസ്സിൽ ചുറ്റുമതിൽ നിർമ്മാണവും ഹൈമാസ്റ്റ് ലൈറ്റ് സ്ഥാപിക്കലും -ഷെയർ ടു ജിപിഎസ്,200000.0,1,True,0.109371,67255
ec3da6f2-1de2-4888-861c-3e19f0b44c90,,,,,3,False,0.031813,8422,,ISO Certification,,300000.0,3,True,0.010732,1395,S0019/24,ISO Certification,ഐ എസ് ഒ സർട്ടിഫിക്കേഷൻ,300000.0,1,True,0.010595,1174,S0019/24,ISO Certification,ഐ എസ് ഒ സർട്ടിഫിക്കേഷൻ,300000.0,1,True,0.006355,1005
ed4762d8-1a24-45d6-94b5-5db7cb306f32,,,,,3,False,0.030156,8410,,RENT A VEHICLE FOR BLOCK PANCHAYATH SECRETORY,,500000.0,3,True,0.008919,1331,S0121/25,RENT A VEHICLE FOR BLOCK PANCHAYATH SECRETORY,ബ്ലോക്ക് പഞ്ചായത്ത് സെക്രട്ടറിക്കു വാഹനം വാടകയ്ക്ക് എടുക്കൽ,500000.0,1,True,0.008588,1137,S0121/25,RENT A VEHICLE FOR BLOCK PANCHAYATH SECRETORY,ബ്ലോക്ക് പഞ്ചായത്ത് സെക്രട്ടറിക്കെ വാഹനം വാടകയ്ക്ക് എടുക്കൽ,500000.0,1,True,0.004682,697
edef6776-d53a-49ac-ba97-b506ed3572c6,,,,,5,False,0.047652,12618,,Karimbayil Drinking Water Project Electrification,,150000.0,4,True,0.033738,7980,S0372/19,Karimbayil Drinking Water Project Electrification,കരിമ്പയിൽ കുടിവെള്ള പദ്ധതി ഇലക്ട്രിഫിക്കേഷൻ,150000.0,1,True,0.015764,1708,S0372/19,Karimbayil Drinking Water Project Electrification,കരിമ്പയിൽ കുടിവെള്ള പദ്ധതി ഇലക്ട്രിഫിക്കേഷൻ,150000.0,1,True,0.009746,1648
f0e56baf-3931-4587-93e8-fce456df1628,,,,,5,False,0.0501,13434,,School Equality Programme,,100000.0,8,True,0.018636,2946,S0060/21,School Equality Programme,സ്കൂളുകളിൽ നിയമ സാക്ഷരതാ പരിപാടി,100000.0,1,True,0.015559,1626,S0060/21,School Equality Programme,സ്കൂളിലെ നിയമ സാക്ഷരതാ പരിപാടി,100000.0,1,True,0.009664,1593
f12025b2-ad47-442b-96c7-51795f86f082,,,,,7,False,0.067092,19097,,Chaloorkareparamb anganwadi roof sheeting Ward 2,,161085.0,10,True,0.019551,3250,S0029/24,Chaloor kareparamb anganwadi roof sheeting Ward 2,ചാത്തലൂർ കാരേപറബ് അംഗണവാടി ഷീറ്റ് ഇടൽ വാർഡ് 2,161085.0,1,True,0.016738,2097,S0029/24,Chaloor kareparamb anganwadi roof sheeting Ward 2,ചാലൂർ കാരപറമ്പ് അങ്കണവാടി ഷീറ്റ് ഇടൽ വാർഡ് 2,161085.0,1,True,0.009547,1514
f4245881-17bd-451e-815b-5b0d5e565ac3,,,,,19,False,0.094942,28380,,Jalasamrudhi Avanur Ambedkar DWS,,755000.0,16,True,0.023075,4424,S0027/21,Jalasamrudhi Avanur Ambedkar DWS,ജലസമൃദ്ധി അവനൂർ അംബേദ്കർ കോളനി കിണർ പദ്ധതി,755000.0,1,True,0.017749,2501,S0027/21,Jalasamrudhi Avanur Ambedhker DWS,ജലസമൃദ്ധി അവനൂർ അംബേദ്കർ കലിപ്പടവ് പദ്ധതി,755000.0,1,True,0.009919,1762
f79ad7b0-100b-4492-9494-3cce1512dc78,,,,,3,False,0.033463,8972,,Purchase of Medicines for Veterinary Dispensary Peringottukurissi,,50000.0,6,True,0.011836,1763,S0055/22,Purchase of Medicines for Veterinary Dispensary Peringottukurissi,വെറ്ററിനറി ഡിസ്പെൻസറിയിലേക്ക് മരുന്ന് വാങ്ങൽ,50000.0,1,True,0.011435,1510,S0055/22,Purchase of Medicines for Veterinary Dispensary Peringottukurissi,പെരിങ്ങോട്ടുകുറിശ്ശി വെറ്റിനറി ഡിസ്പെൻസറിക്ക് മരുന്ന് വാങ്ങൽ,50000.0,1,True,0.006535,1125
f8f4241d-5e9d-4b30-8bf5-cc73f4919eda,,,,,3,False,0.03801,11028,,Maintanace of Moosapadi Athani Road,,330000.0,4,True,0.008715,1263,S0334/23,Maintainace of Moosapadi Athani Road,ഊസൂപി അത്താനി റോഡ് അറ്റകുറ്റപ്പണികൾ,330000.0,1,True,0.008408,1065,S0334/23,Maintanace of Moosapadi Athani Road,മൂസാപടി അത്താണീ റോഡ് അറ്റകുറ്റപ്പണികൾ,330000.0,1,True,0.005135,999
fb77a6cf-d79a-4c81-ab47-3dfb11620e00,,,,,3,False,0.053745,14649,,Furniture for SC students,,150000.0,6,True,0.017814,2672,S0168/25,Furniture for SC students,എസ്.സി വിദ്യാർത്ഥികൾക്ക് ഫർണിച്ചർ,150000.0,1,True,0.015396,1561,S0168/25,Furniture for SC students,എസ് സി വിദ്യാർത്ഥികൾക്ക് ഫർണിച്ചർ,150000.0,1,True,0.009337,1375
